gene,n_groups,F,pval,qval
Ctxn2,2,136.27625867376958,2.4804639202523677e-31,3.969099045351686e-31
Dut,2,189.83643094468098,6.8657337201338976e-43,1.2581680873546676e-42
Fbn1,2,118.67587598762444,1.6176971114358345e-27,2.4684256986705212e-27
Cep152,2,14.2039310265564,0.0001647463402925814,0.0001824592370089565
Shc4,2,9.555340633970877,0.0019978644869755578,0.0021717686589954968
Eid1,2,1201.44696711572,5.732257280226242e-252,4.472567778551743e-251
Secisbp2l,2,465.53623707655447,1.7288743701546945e-101,5.569612172192368e-101
Cops2,2,473.13188260813826,4.385362427528244e-103,1.4338620721896169e-102
Galk2,2,560.5614253214496,2.195287709596041e-121,8.25784472333253e-121
Fam227b,2,367.97595875519374,6.599274613372314e-81,1.7823248247728177e-80
Dtwd1,2,427.1585345422314,2.065567661531734e-93,6.231712605977097e-93
Gabpb1,2,421.89904074433275,2.6540084664928388e-92,7.926401124760492e-92
Usp8,2,428.561271637401,1.045628650293625e-93,3.1639035542656153e-93
Usp50,2,979.670173740525,1.822503423116261e-207,1.1428098026586231e-206
Trpm7,2,748.8355110291999,2.1983431607936114e-160,1.0575813043817914e-159
Sppl2a,2,670.7808345744946,2.7780974762041783e-144,1.2104308520667684e-143
Ap4e1,2,173.10774078330536,2.749374634185679e-39,4.833309371395683e-39
Blvra,2,123.63116807211276,1.3616305899082123e-28,2.107323020551198e-28
1810024B03Rik,2,15.178089473696875,9.831796436173188e-05,0.00010951562988978895
Snrnp200,2,253.94238125601126,1.2198142543310595e-56,2.603856778912639e-56
Ciao1,2,133.73186235236227,8.818681572357832e-31,1.4025422800926503e-30
Tmem127,2,261.72895928151974,2.6404800278012856e-58,5.7476615638589866e-58
Stard7,2,771.54280300066,4.7352354857611405e-165,2.3335324376120793e-164
Fahd2a,2,110.81801380779386,8.220662333292147e-26,1.2306104748760954e-25
Kcnip3,2,955.874713367032,1.1956750651968574e-202,7.298702387004136e-202
Zfp661,2,83.58716393514989,6.983558423931579e-20,9.666200617883523e-20
Mrps5,2,658.8625877177387,8.139091713695179e-142,3.50732325299647e-141
Mal,2,1755.5608583690223,0.0,0.0
Nphp1,2,45.65902400990777,1.4668139726429954e-11,1.8124737629381697e-11
Mtln,2,191.68097066079164,2.753247583437681e-43,5.067419369394279e-43
Acoxl,2,1.7174584680078033,0.19004347760745766,0.19653578325660856
Bcl2l11,2,4.66069458452951,0.030878786884540155,0.03265978489214158
Anapc1,2,456.7924545919182,1.1909843554748811e-99,3.78112750192382e-99
Mertk,2,6279.18231020113,0.0,0.0
Tmem87b,2,317.85627789743336,2.8595993850253376e-70,7.008564675984626e-70
Fbln7,2,9.013855347613278,0.0026844543573548,0.0029100662339168965
Zc3h8,2,401.12237223491275,6.438793467757922e-88,1.845778243387766e-87
Zc3h6,2,1125.6012619560263,7.920711072708143e-237,5.709583845607651e-236
Vinac1,2,234.2446494661079,2.0068214271831524e-52,4.114107194854896e-52
Ttl,2,748.7058772005098,2.337545222473956e-160,1.1233343671716095e-159
Polr1b,2,131.00925046594185,3.42814927291524e-30,5.417993701126844e-30
Chchd5,2,5.59421996718197,0.018034304149890525,0.019176261282440342
Slc20a1,2,659.228271629692,6.83682200122518e-142,2.948048246652331e-141
F830045P16Rik,2,3.6508072408697214,0.05606382731380307,0.05882207596976352
Sirpa,2,721.7570118282833,8.269162171848994e-155,3.84645696843847e-154
Stk35,2,393.7342079531172,2.3433046998279236e-86,6.62918367084187e-86
Snrpb,2,429.1462588309737,7.872025489103143e-94,2.384650335364805e-93
Tmc2,2,92.92945051619257,6.40662506563229e-22,9.111371537891878e-22
Nop56,2,522.0221845795307,2.4730187305452895e-113,8.757241393310242e-113
Idh3b,2,744.2338308490298,1.944361371445005e-159,9.317022364964398e-159
Ebf4,2,102.63264857489625,4.945565911996586e-24,7.228301393163392e-24
Cpxm1,2,65.80682022815965,5.41359360165807e-16,7.133696040088367e-16
Pced1a,2,211.92336178870403,1.2292121860463257e-47,2.385865467246067e-47
Vps16,2,238.9003305189649,2.0197319257691135e-53,4.17649027401141e-53
Ptpra,2,266.74650946220646,2.2368964882652957e-59,4.9270034842999005e-59
Mrps26,2,520.039732414589,6.427643408633298e-113,2.2700804101919187e-112
Ubox5,2,181.57917869791274,4.112524801123826e-41,7.385284650928583e-41
Lzts3,2,965.7002778122728,1.2235178817247954e-204,7.534116107484325e-204
Ddrgk1,2,69.68919049070641,7.633656514955293e-17,1.0163490024399437e-16
Itpa,2,301.38770178374017,9.143944328468418e-67,2.1647749030866002e-66
4930402H24Rik,2,1384.3890015257593,3.71385300725354e-288,3.354528934156614e-287
Atrn,2,1914.567865217989,0.0,0.0
Gfra4,2,429.14474138375857,7.877824455684301e-94,2.385865618951575e-93
Adam33,2,286.68541417605513,1.2423002283545727e-63,2.854510851726944e-63
Hspa12b,2,1.5887017794386942,0.2075341393824736,0.21424224874389283
1700037H04Rik,2,151.3923579123084,1.3348741271136494e-34,2.2195254199734986e-34
Spef1,2,28.136793173685316,1.1487429375272246e-07,1.3413555686161505e-07
Cenpb,2,61.03717502307479,6.025544660021359e-15,7.814359938924145e-15
Cdc25b,2,332.2367732516161,2.5109341339470005e-73,6.316369076350567e-73
Ap5s1,2,10.126162040297187,0.001465204020173038,0.0015957312505555602
Mavs,2,150.76930362404806,1.819984266864071e-34,3.022364717332423e-34
Pank2,2,484.9276969973292,1.4645812859000452e-105,4.879500915089993e-105
Rnf24,2,493.8295942020484,1.988127374708272e-107,6.726178523151402e-107
Smox,2,347.9013318634764,1.1874354893161353e-76,3.081699802171541e-76
Prnp,2,35.22107258938362,3.017524232778116e-09,3.603215430016802e-09
Rassf2,2,458.97069052194183,4.1483308434500204e-100,1.321723550359374e-99
Slc23a2,2,1884.3068317090306,0.0,0.0
Tmem230,2,124.59949630037154,8.396707737134711e-29,1.3042006781936985e-28
